station_name,county,lat,lon,rain_3days,predicted_risk,risk_score,ground_truth
富世,花蓮縣,24.147433,121.629703,12.0,0,0.0,0
覽勝橋,新北市,24.862306,121.551378,87.0,0,0.01,0
萬榮,花蓮縣,23.709219,121.420106,6.5,0,0.0,0
蕃薯寮,花蓮縣,23.73835,121.540108,10.5,0,0.0,0
中坑,臺中市,24.248517,120.903319,107.5,0,0.04666666666666667,1
中央大學,桃園市,24.967652,121.185165,123.0,0,0.01,1
文化大學,臺北市,25.13605,121.53987,95.4,0,0.01,0
深坑,新北市,25.002703,121.628328,85.0,0,0.006666666666666667,0
高鐵苗栗,苗栗縣,24.60725,120.826094,94.0,0,0.0033333333333333335,0
高鐵雲林,雲林縣,23.737456,120.417944,4.0,0,0.0033333333333333335,0
寒溪,宜蘭縣,24.609167,121.686944,99.0,0,0.01,0
華山,雲林縣,23.595278,120.596944,3.0,0,0.0,0
大安森林,臺北市,25.02955,121.53628,78.0,0,0.006666666666666667,0
大興,花蓮縣,23.631944,121.397778,5.0,0,0.0,0
羅東,宜蘭縣,24.681836,121.749344,37.0,0,0.006666666666666667,0
鶯子嶺,宜蘭縣,24.897536,121.792444,53.0,0,0.02666666666666667,0
翠峰湖,宜蘭縣,24.510856,121.608044,62.0,0,0.013333333333333334,0
大福,宜蘭縣,24.800636,121.813892,31.0,0,0.0033333333333333335,0
坪林石牌,宜蘭縣,24.864781,121.773961,58.0,0,0.016666666666666666,0
員山,宜蘭縣,24.74435,121.722472,32.5,0,0.006666666666666667,0
土場,宜蘭縣,24.576533,121.495333,17.5,0,0.0,0
鴛鴦湖,宜蘭縣,24.590269,121.412228,68.5,0,0.016666666666666666,0
瑞穗,花蓮縣,23.5239,121.390211,3.5,0,0.0,0
和平林道,花蓮縣,24.343922,121.656317,10.0,0,0.01,0
和平,花蓮縣,24.307169,121.770069,17.5,0,0.0,0
中平林道,花蓮縣,23.421147,121.267631,0.5,0,0.0,0
瑞穗林道,花蓮縣,23.492842,121.306883,5.5,0,0.0,0
德武,花蓮縣,23.474264,121.410711,1.0,0,0.0,0
赤柯山,花蓮縣,23.368928,121.382931,0.5,0,0.006666666666666667,0
東里,花蓮縣,23.268528,121.305469,0.5,0,0.0,0
審馬陣,臺中市,24.381675,121.4203,18.0,0,0.016666666666666666,0
南湖圈谷,臺中市,24.363714,121.444667,29.5,0,0.02,0
小奇萊,南投縣,24.131764,121.295717,103.5,0,0.023333333333333334,1
奇萊稜線,南投縣,24.109231,121.326456,18.0,0,0.016666666666666666,0
中壢,桃園市,24.977661,121.256375,108.5,0,0.016666666666666666,1
臺灣大學,臺北市,25.014278,121.539416,81.5,0,0.006666666666666667,0
東改班鳩分場,臺東縣,22.829528,121.077694,2.5,0,0.006666666666666667,0
東改賓朗果園,臺東縣,22.813889,121.071278,1.5,0,0.006666666666666667,0
茶改東部分場,臺東縣,22.907694,121.130139,0.0,0,0.0,0
臺大溪頭,南投縣,23.670306,120.798194,26.5,0,0.016666666666666666,0
臺中農改,彰化縣,24.003028,120.534389,11.5,0,0.0,0
南改斗南分場,雲林縣,23.634556,120.477333,6.5,0,0.006666666666666667,0
臺南農改,臺南市,23.0605,120.342194,2.0,0,0.0033333333333333335,0
高改旗南分場,高雄市,22.857861,120.516667,53.0,0,0.006666666666666667,0
高雄農改,屏東縣,22.709333,120.525889,25.5,0,0.006666666666666667,0
畜試北區分所,苗栗縣,24.527806,120.770972,99.0,0,0.0033333333333333335,0
桃園農改,桃園市,24.950944,121.030583,150.0,0,0.056666666666666664,1
桃改五峰分場,新竹縣,24.612194,121.157167,83.0,0,0.0033333333333333335,0
茶改場,桃園市,24.908472,121.185333,145.5,0,0.04666666666666667,1
農工中心,桃園市,24.985917,121.239833,105.0,0,0.01,1
茶改北部分場,新北市,24.955778,121.631222,115.0,0,0.02,1
花改蘭陽分場,宜蘭縣,24.686306,121.716583,63.5,0,0.006666666666666667,0
苗栗農改,苗栗縣,24.495722,120.829111,80.5,0,0.0,0
苗改生物防治,苗栗縣,24.422861,120.871833,96.0,0,0.01,0
種苗繁殖,臺中市,24.225972,120.800917,74.0,0,0.016666666666666666,0
茶改南部分場,南投縣,23.762528,120.7405,9.0,0,0.0,0
茶改中部分場,南投縣,23.875611,120.913583,30.5,0,0.006666666666666667,0
臺大竹山,南投縣,23.756972,120.681556,3.0,0,0.0,0
農試嘉義分所,嘉義市,23.485028,120.473806,1.0,0,0.0,0
南改義竹分場,嘉義縣,23.360694,120.279361,0.5,0,0.0,0
畜試所,臺南市,23.058972,120.336406,1.5,0,0.0,0
農試鳳山分所,高雄市,22.646611,120.356083,13.0,0,0.006666666666666667,0
畜試南區分所,屏東縣,21.945583,120.802167,39.5,0,0.006666666666666667,0
花蓮農改,花蓮縣,23.975222,121.563889,9.0,0,0.0033333333333333335,0
福山植物園,新北市,24.760717,121.58135,116.0,0,0.05333333333333334,1
清水斷崖,花蓮縣,24.218294,121.689142,12.0,0,0.0,0
樟樹山,宜蘭縣,24.413925,121.783247,22.0,0,0.0,0
桃源谷,宜蘭縣,24.962606,121.888875,27.5,0,0.01,0
白嶺,宜蘭縣,24.527819,121.519031,20.0,0,0.016666666666666666,0
西德山,宜蘭縣,24.560647,121.752608,56.0,0,0.013333333333333334,0
西帽山,宜蘭縣,24.555361,121.802628,24.5,0,0.006666666666666667,0
清水林道,花蓮縣,23.27125,121.188272,0.5,0,0.013333333333333334,0
安通山,花蓮縣,23.290728,121.348528,0.0,0,0.0,0
七堵,基隆市,25.094819,121.717128,47.0,0,0.006666666666666667,0
五股,新北市,25.074453,121.427281,106.0,0,0.016666666666666666,1
國一五楊N44K,桃園市,25.063861,121.340164,134.5,0,0.03,1
大鳥,臺東縣,22.383056,120.910278,8.5,0,0.006666666666666667,0
太魯閣,花蓮縣,24.157728,121.623597,17.0,0,0.0,0
龍泉,屏東縣,22.667011,120.590911,78.5,0,0.006666666666666667,0
東港,屏東縣,22.462467,120.440744,29.5,0,0.006666666666666667,0
竹田,屏東縣,22.584861,120.543442,10.5,0,0.006666666666666667,0
消防署訓,南投縣,23.82137,120.72293,11.0,0,0.0,0
屈尺,新北市,24.921836,121.544725,80.5,0,0.006666666666666667,0
基隆嶼,基隆市,25.191408,121.783914,8.5,0,0.0,0
蘭嶼高中,臺東縣,22.049094,121.512142,51.5,0,0.006666666666666667,0
蘭嶼燈塔,臺東縣,22.081197,121.503117,58.0,0,0.006666666666666667,0
松鶴,臺中市,24.178889,120.978333,174.5,1,0.5166666666666667,1
田埔分校,新竹縣,24.641389,121.278611,99.0,0,0.0033333333333333335,0
白沙灣,新北市,25.283128,121.519058,59.5,0,0.006666666666666667,0
小林,高雄市,23.14841,120.63325,22.0,0,0.016666666666666666,0
新發國小,高雄市,23.0325,120.6625,85.5,0,0.006666666666666667,0
大溪永福,桃園市,24.892936,121.324975,129.5,0,0.02666666666666667,1
十字,嘉義縣,23.492153,120.753683,53.0,0,0.013333333333333334,0
蓮華池,南投縣,23.918333,120.885278,45.5,0,0.013333333333333334,0
中改埔里分場,南投縣,23.903208,120.963364,28.5,0,0.01,0
臺大和社,南投縣,23.590856,120.888864,19.5,0,0.013333333333333334,0
臺大內茅埔,南投縣,23.689722,120.851117,19.5,0,0.0,0
農試溪口農場,嘉義縣,23.58565,120.408111,2.0,0,0.006666666666666667,0
四湖植物園,雲林縣,23.676986,120.163433,0.0,0,0.0,0
農業試驗所,臺中市,24.031261,120.688133,25.0,0,0.0033333333333333335,0
南改鹿草分場,嘉義縣,23.416869,120.283061,17.5,0,0.006666666666666667,0
七股研究中心,臺南市,23.081672,120.062894,0.0,0,0.0,0
萬大發電廠,南投縣,23.978875,121.139639,85.5,0,0.02666666666666667,0
東港工作站,屏東縣,22.479997,120.466058,15.5,0,0.006666666666666667,0
口湖工作站,雲林縣,23.589978,120.180394,0.0,0,0.0,0
恆春工作站,屏東縣,22.079678,120.714425,41.0,0,0.006666666666666667,0
知本水試所,臺東縣,22.702394,121.082761,0.5,0,0.0033333333333333335,0
都蘭,臺東縣,22.87794,121.226881,0.5,0,0.0033333333333333335,0
土阪,臺東縣,22.453108,120.887572,6.0,0,0.006666666666666667,0
下馬,臺東縣,23.150194,121.070025,5.0,0,0.05,0
石寧山,臺東縣,23.223772,121.406639,0.0,0,0.0,0
七塊厝,臺東縣,22.954453,121.229922,0.0,0,0.0,0
富里,花蓮縣,23.171639,121.249378,0.0,0,0.0,0
檳榔四格山,臺東縣,22.810031,121.109308,0.5,0,0.0033333333333333335,0
延平,臺東縣,22.902581,121.084058,0.5,0,0.0033333333333333335,0
都歷,臺東縣,23.020333,121.323642,0.0,0,0.0,0
金峰嘉蘭,臺東縣,22.594789,120.960825,3.5,0,0.006666666666666667,0
金崙山,臺東縣,22.567419,120.959667,3.0,0,0.03666666666666667,0
加津林,臺東縣,22.416211,120.926942,0.0,0,0.0,0
山豬窟,臺東縣,22.318619,120.857372,41.5,0,0.006666666666666667,0
歷坵,臺東縣,22.520969,120.89185,5.0,0,0.016666666666666666,0
勝林山,臺東縣,22.430439,120.8938,4.0,0,0.03666666666666667,0
三重,新北市,25.057378,121.500625,82.0,0,0.006666666666666667,0
香蘭,臺東縣,22.587569,120.993375,1.5,0,0.006666666666666667,0
利嘉林道,臺東縣,22.82325,121.009389,3.0,0,0.016666666666666666,0
佳樂水,屏東縣,21.993578,120.861633,53.0,0,0.006666666666666667,0
枋寮,屏東縣,22.367722,120.590647,25.0,0,0.006666666666666667,0
楓港,屏東縣,22.190131,120.692156,21.5,0,0.006666666666666667,0
枋山,屏東縣,22.247814,120.660794,8.0,0,0.006666666666666667,0
墾丁,屏東縣,21.966756,120.810269,56.5,0,0.006666666666666667,0
石牌,臺北市,25.115597,121.513167,86.0,0,0.006666666666666667,0
牡丹,屏東縣,22.130036,120.792639,40.5,0,0.006666666666666667,0
旭海,屏東縣,22.205403,120.887614,26.5,0,0.006666666666666667,0
線西,彰化縣,24.143358,120.443536,19.5,0,0.006666666666666667,0
三義,苗栗縣,24.40548,120.74982,84.5,0,0.01,0
大庄合作社,雲林縣,23.8068,120.367939,1.0,0,0.0,0
麥寮合作社,雲林縣,23.753836,120.294783,0.0,0,0.0,0
太麻里1,臺東縣,22.598922,120.980044,1.5,0,0.006666666666666667,0
太麻里2,臺東縣,22.598,120.99775,1.5,0,0.006666666666666667,0
桃改樹林分場,新北市,24.944503,121.386972,145.5,0,0.1,1
林試畢祿溪站,南投縣,24.226944,121.308522,29.0,0,0.016666666666666666,0
臺南蘭花園區,臺南市,23.340258,120.379661,1.5,0,0.006666666666666667,0
畜試東區分所,宜蘭縣,24.669039,121.832561,27.0,0,0.0,0
臺大雲林校區,雲林縣,23.730628,120.423903,6.5,0,0.006666666666666667,0
林試扇平站,高雄市,22.9677,120.685703,66.0,0,0.04,0
水試臺西試驗,雲林縣,23.717231,120.190522,0.5,0,0.0033333333333333335,0
牡丹池山,屏東縣,22.168389,120.841225,28.5,0,0.016666666666666666,0
柳營,臺南市,23.253328,120.375253,1.5,0,0.006666666666666667,0
大坪頂,屏東縣,22.024633,120.69355,28.0,0,0.006666666666666667,0
龍磐,屏東縣,21.931672,120.838942,42.0,0,0.006666666666666667,0
獅子,屏東縣,22.202308,120.705236,15.0,0,0.006666666666666667,0
四林格山,屏東縣,22.076989,120.802439,64.0,0,0.016666666666666666,0
南仁湖,屏東縣,22.084681,120.863353,55.5,0,0.006666666666666667,0
保力,屏東縣,22.071122,120.764111,52.0,0,0.006666666666666667,0
滿州,屏東縣,22.024403,120.839892,38.5,0,0.006666666666666667,0
九棚,屏東縣,22.142069,120.894356,36.0,0,0.006666666666666667,0
丹路,屏東縣,22.204481,120.750989,16.0,0,0.006666666666666667,0
內獅,屏東縣,22.305064,120.642986,16.5,0,0.006666666666666667,0
白鷺,屏東縣,22.454275,120.666219,50.5,0,0.016666666666666666,0
高士,屏東縣,22.121825,120.836781,61.5,0,0.006666666666666667,0
達仁林場,臺東縣,22.264347,120.823972,33.5,0,0.016666666666666666,0
國一N174K,臺中市,24.2049,120.6552,47.5,0,0.0,0
國一N198K,彰化縣,24.063889,120.523056,16.0,0,0.0,0
國一N234K,雲林縣,23.74633,120.467926,6.0,0,0.006666666666666667,0
國一N250K,嘉義縣,23.610292,120.436867,2.0,0,0.006666666666666667,0
國一S105K,新竹縣,24.726316,120.940643,102.5,0,0.01,1
國一S114K,苗栗縣,24.668836,120.885811,96.5,0,0.0033333333333333335,0
國一S123K,苗栗縣,24.59594,120.86071,99.5,0,0.006666666666666667,0
國一S132K,苗栗縣,24.524506,120.820831,89.5,0,0.0,0
國一S152K,苗栗縣,24.375492,120.749184,85.0,0,0.0,0
國一S162K,臺中市,24.295534,120.695976,41.5,0,0.0033333333333333335,0
國一S169K,臺中市,24.237116,120.688271,50.5,0,0.0033333333333333335,0
國一S188K,臺中市,24.118546,120.585747,31.5,0,0.0033333333333333335,0
國一S207K,彰化縣,23.988304,120.508092,10.0,0,0.0,0
國三N119K,苗栗縣,24.675432,120.847389,90.0,0,0.0,0
國三N151K,苗栗縣,24.440218,120.681656,73.5,0,0.0033333333333333335,0
國三N191K,彰化縣,24.139256,120.5215,19.5,0,0.0,0
國三N208K,臺中市,24.066147,120.660919,22.5,0,0.0,0
國三N223K,南投縣,23.955116,120.662376,18.0,0,0.0,0
國三N252K,雲林縣,23.77412,120.64061,5.0,0,0.0,0
國三S140K,苗栗縣,24.522345,120.725006,90.0,0,0.0,0
國三S156K,苗栗縣,24.39798,120.669487,60.0,0,0.006666666666666667,0
國三S168K,臺中市,24.308519,120.614471,39.5,0,0.0,0
國三S202K,彰化縣,24.092468,120.603256,22.5,0,0.0,0
國三S217K,南投縣,24.00683,120.653214,17.0,0,0.0,0
國四E5K,臺中市,24.296465,120.643135,38.0,0,0.0033333333333333335,0
中興新村,南投縣,23.959722,120.686389,20.5,0,0.0,0
桃改新埔分場,新竹縣,24.834444,121.066111,181.5,0,0.10666666666666667,1
國三N016K,臺北市,25.034164,121.619664,101.0,0,0.016666666666666666,1
國一39K,新北市,25.064361,121.383836,158.0,0,0.10666666666666667,1
國三N149K,苗栗縣,24.463414,120.680019,88.0,0,0.006666666666666667,0
國六W023K,南投縣,23.979067,120.867742,51.0,0,0.0,0
國三N285K,嘉義縣,23.550319,120.505833,2.5,0,0.0,0
國三S383K,高雄市,22.781967,120.426475,38.0,0,0.006666666666666667,0
國三甲005K,臺北市,25.00194,121.5975,93.5,0,0.01,0
國二E009K,桃園市,25.018244,121.273697,106.0,0,0.016666666666666666,1
國三N002K,基隆市,25.14583,121.7217,45.0,0,0.006666666666666667,0
國三S004K,基隆市,25.11444,121.6886,114.5,0,0.02,1
國三S007K,基隆市,25.09694,121.6678,123.5,0,0.02666666666666667,1
國三S010K,新北市,25.08,121.6475,89.0,0,0.01,0
國三S016K,臺北市,25.03306,121.6158,121.5,0,0.02,1
國三S037K,新北市,24.982361,121.471042,116.5,0,0.02666666666666667,1
國三S042K,新北市,24.96,121.4306,146.5,0,0.04666666666666667,1
國三N046K,新北市,24.95083,121.3958,139.0,0,0.1,1
國三S054K,新北市,24.93917,121.3239,161.5,0,0.10666666666666667,1
國三N063K,桃園市,24.889514,121.2636,129.0,0,0.03333333333333333,1
國三N085K,新竹縣,24.78333,121.1211,148.0,0,0.04666666666666667,1
國三S103K,新竹市,24.75861,120.9608,145.5,0,0.04666666666666667,1
國一S001K,基隆市,25.11583,121.7286,54.0,0,0.006666666666666667,0
國一S006K,基隆市,25.08694,121.6869,100.0,0,0.02,1
國一N013K,新北市,25.066739,121.628153,113.0,0,0.02666666666666667,1
國一S026K,新北市,25.07639,121.4964,78.0,0,0.006666666666666667,0
國一S072K,桃園市,24.89583,121.1342,195.5,0,0.11,1
國一N077K,新竹縣,24.885,121.0889,210.5,0,0.11,1
國一S082K,新竹縣,24.87667,121.0467,207.5,0,0.11,1
國一S088K,新竹縣,24.84444,121.0214,176.5,0,0.09666666666666666,1
國一N094K,新竹市,24.79778,121.0089,151.0,0,0.056666666666666664,1
國一S098K,新竹縣,24.76056,120.9911,144.5,0,0.04666666666666667,1
六龜,高雄市,23.0805,120.692997,16.5,0,0.016666666666666666,0
甲仙,高雄市,23.087497,120.575997,16.5,0,0.016666666666666666,0
二萬坪,嘉義縣,23.509597,120.79,41.5,0,0.013333333333333334,0
國一S262K,嘉義縣,23.512333,120.403038,5.0,0,0.006666666666666667,0
國一N268K,嘉義縣,23.460833,120.375833,1.5,0,0.0,0
國一N273K,嘉義縣,23.416666,120.355,0.5,0,0.0,0
國一N288K,臺南市,23.30609,120.290033,0.0,0,0.0,0
國一S306K,臺南市,23.152831,120.230558,0.0,0,0.0,0
國一N323K,臺南市,23.011789,120.249453,0.0,0,0.0,0
國一S342K,高雄市,22.845555,120.295,7.0,0,0.006666666666666667,0
國一S346K,高雄市,22.812222,120.314166,7.5,0,0.006666666666666667,0
國一N361K,高雄市,22.680555,120.328611,8.0,0,0.006666666666666667,0
國三N279K,嘉義縣,23.596111,120.523333,1.5,0,0.0,0
國三N295K,嘉義市,23.468598,120.499369,3.0,0,0.0,0
國三N303K,嘉義縣,23.411969,120.452447,1.0,0,0.0,0
國三S311K,臺南市,23.346388,120.438888,0.0,0,0.0,0
國三S329K,臺南市,23.212777,120.355833,1.0,0,0.0033333333333333335,0
國三N336K,臺南市,23.154722,120.345,0.0,0,0.0,0
國三S342K,臺南市,23.106694,120.327528,2.5,0,0.006666666666666667,0
國三S366K,臺南市,22.9077,120.3513,10.0,0,0.006666666666666667,0
國三S385K,高雄市,22.767777,120.444444,25.0,0,0.006666666666666667,0
國三S415K,屏東縣,22.568,120.528,12.0,0,0.006666666666666667,0
國三N425K,屏東縣,22.480277,120.531666,11.5,0,0.006666666666666667,0
石碇服務區,新北市,25.00865,121.638017,104.5,0,0.016666666666666666,1
坪林交控,新北市,24.942842,121.638556,96.0,0,0.01,0
國一N128K,苗栗縣,24.560997,120.836,102.5,0,0.01,1
國一S218K,彰化縣,23.890642,120.485117,7.0,0,0.0033333333333333335,0
國三N238K,南投縣,23.841008,120.699575,11.0,0,0.0,0
東山服務區,臺南市,23.286017,120.390378,1.0,0,0.0033333333333333335,0
西濱N066K,新竹縣,24.8956,120.9649,182.0,0,0.10666666666666667,1
西濱S082K,新竹市,24.751724,120.905028,106.5,0,0.01,1
西濱N107K,苗栗縣,24.5958,120.7394,90.0,0,0.01,0
西濱S129K,苗栗縣,24.4472,120.6428,77.0,0,0.006666666666666667,0
西濱N151K,臺中市,24.275964,120.547681,34.0,0,0.006666666666666667,0
西濱S173K,彰化縣,24.1081,120.434576,18.5,0,0.006666666666666667,0
西濱S189K,彰化縣,23.987857,120.369607,5.5,0,0.006666666666666667,0
